method,predicted_zone,model_family,model_version,original_zone,pixels,predicted_total,share_of_prediction
mf_var,43,multi-Forest,corrected,49,4,24270,0.000164812525751957
mf_var,43,multi-Forest,corrected,29,3,24270,0.000123609394313968
mf_var,43,multi-Forest,corrected,1,2,24270,8.24062628759786e-05
mf_var,43,multi-Forest,corrected,41,2,24270,8.24062628759786e-05
mf_var,43,multi-Forest,corrected,54,2,24270,8.24062628759786e-05
mf_var,43,multi-Forest,corrected,2,1,24270,4.12031314379893e-05
mf_var,43,multi-Forest,corrected,26,1,24270,4.12031314379893e-05
mf_var,43,multi-Forest,corrected,32,1,24270,4.12031314379893e-05
mf_var,43,multi-Forest,corrected,34,1,24270,4.12031314379893e-05
mf_var,43,multi-Forest,corrected,39,1,24270,4.12031314379893e-05
mf_var,43,multi-Forest,corrected,50,1,24270,4.12031314379893e-05
mf_var,44,multi-Forest,corrected,30,47744,358427,0.133204250795838
mf_var,44,multi-Forest,corrected,21,33164,358427,0.0925265116746227
mf_var,44,multi-Forest,corrected,47,31228,358427,0.0871251328722446
mf_var,44,multi-Forest,corrected,40,28786,358427,0.0803120300646994
mf_var,44,multi-Forest,corrected,49,7407,358427,0.0206652958621979
mf_var,44,multi-Forest,corrected,28,3353,358427,0.00935476401052376
mf_var,44,multi-Forest,corrected,53,2362,358427,0.00658990533637254
mf_var,44,multi-Forest,corrected,5,1466,358427,0.00409009365923884
mf_var,44,multi-Forest,corrected,33,1281,358427,0.00357394950715208
mf_var,44,multi-Forest,corrected,7,1016,358427,0.00283460788389268
mf_var,44,multi-Forest,corrected,36,952,358427,0.00265604990695455
mf_var,44,multi-Forest,corrected,3,918,358427,0.00256119098170618
mf_var,44,multi-Forest,corrected,46,658,358427,0.00183579920039506
mf_var,44,multi-Forest,corrected,27,569,358427,0.00158749201371548
mf_var,44,multi-Forest,corrected,26,417,358427,0.00116341681848745
mf_var,44,multi-Forest,corrected,41,266,358427,0.000742131591649067
mf_var,44,multi-Forest,corrected,18,260,358427,0.000725391781311118
mf_var,44,multi-Forest,corrected,2,222,358427,0.000619372982504108
mf_var,44,multi-Forest,corrected,54,201,358427,0.000560783646321287
mf_var,44,multi-Forest,corrected,10,198,358427,0.000552413741152313
mf_var,44,multi-Forest,corrected,55,185,358427,0.000516144152086757
mf_var,44,multi-Forest,corrected,52,183,358427,0.000510564215307441
mf_var,44,multi-Forest,corrected,15,108,358427,0.00030131658608308
mf_var,44,multi-Forest,corrected,45,71,358427,0.000198087755665728
mf_var,44,multi-Forest,corrected,39,67,358427,0.000186927882107096
mf_var,44,multi-Forest,corrected,16,61,358427,0.000170188071769147
mf_var,44,multi-Forest,corrected,37,49,358427,0.000136708451093249
mf_var,44,multi-Forest,corrected,50,36,358427,0.000100438862027693
mf_var,44,multi-Forest,corrected,19,19,358427,5.30093994035048e-05
mf_var,44,multi-Forest,corrected,20,19,358427,5.30093994035048e-05
mf_var,44,multi-Forest,corrected,1,16,358427,4.46394942345303e-05
mf_var,44,multi-Forest,corrected,6,16,358427,4.46394942345303e-05
mf_var,44,multi-Forest,corrected,12,12,358427,3.34796206758977e-05
mf_var,44,multi-Forest,corrected,24,10,358427,2.78996838965815e-05
mf_var,44,multi-Forest,corrected,4,9,358427,2.51097155069233e-05
mf_var,44,multi-Forest,corrected,13,8,358427,2.23197471172652e-05
mf_var,44,multi-Forest,corrected,34,8,358427,2.23197471172652e-05
mf_var,44,multi-Forest,corrected,25,5,358427,1.39498419482907e-05
mf_var,44,multi-Forest,corrected,22,4,358427,1.11598735586326e-05
mf_var,44,multi-Forest,corrected,23,3,358427,8.36990516897444e-06
mf_var,44,multi-Forest,corrected,29,3,358427,8.36990516897444e-06
mf_var,44,multi-Forest,corrected,31,2,358427,5.57993677931629e-06
mf_var,44,multi-Forest,corrected,42,2,358427,5.57993677931629e-06
mf_var,44,multi-Forest,corrected,11,1,358427,2.78996838965815e-06
mf_var,44,multi-Forest,corrected,17,1,358427,2.78996838965815e-06
mf_var,45,multi-Forest,corrected,16,23548,62305,0.377947195249177
mf_var,45,multi-Forest,corrected,46,8196,62305,0.131546424845518
mf_var,45,multi-Forest,corrected,20,5859,62305,0.0940373966776342
mf_var,45,multi-Forest,corrected,31,4572,62305,0.0733809485595057
mf_var,45,multi-Forest,corrected,18,2230,62305,0.0357916700104326
mf_var,45,multi-Forest,corrected,44,1207,62305,0.0193724420190996
mf_var,45,multi-Forest,corrected,19,1101,62305,0.0176711339378862
mf_var,45,multi-Forest,corrected,10,774,62305,0.0124227590081053
mf_var,45,multi-Forest,corrected,33,648,62305,0.0104004494021347
mf_var,45,multi-Forest,corrected,30,350,62305,0.00561752668325175
mf_var,45,multi-Forest,corrected,5,338,62305,0.0054249257683974
mf_var,45,multi-Forest,corrected,28,235,62305,0.0037717679158976
mf_var,45,multi-Forest,corrected,1,226,62305,0.00362731722975684
mf_var,45,multi-Forest,corrected,40,197,62305,0.00316186501885884
mf_var,45,multi-Forest,corrected,25,125,62305,0.00200625952973277
mf_var,45,multi-Forest,corrected,49,123,62305,0.00197415937725704
mf_var,45,multi-Forest,corrected,7,120,62305,0.00192600914854346
mf_var,45,multi-Forest,corrected,24,120,62305,0.00192600914854346
mf_var,45,multi-Forest,corrected,3,88,62305,0.00141240670893187
mf_var,45,multi-Forest,corrected,15,87,62305,0.00139635663269401
mf_var,45,multi-Forest,corrected,39,85,62305,0.00136425648021828
mf_var,45,multi-Forest,corrected,27,61,62305,0.00097905465050959
mf_var,45,multi-Forest,corrected,47,61,62305,0.00097905465050959
mf_var,45,multi-Forest,corrected,21,50,62305,0.000802503811893106
mf_var,45,multi-Forest,corrected,2,45,62305,0.000722253430703796
mf_var,45,multi-Forest,corrected,12,44,62305,0.000706203354465934
mf_var,45,multi-Forest,corrected,6,29,62305,0.000465452210898002
mf_var,45,multi-Forest,corrected,22,28,62305,0.00044940213466014
mf_var,45,multi-Forest,corrected,11,24,62305,0.000385201829708691
mf_var,45,multi-Forest,corrected,37,23,62305,0.000369151753470829
mf_var,45,multi-Forest,corrected,41,19,62305,0.00030495144851938
mf_var,45,multi-Forest,corrected,53,18,62305,0.000288901372281518
mf_var,45,multi-Forest,corrected,13,13,62305,0.000208650991092208
mf_var,45,multi-Forest,corrected,23,12,62305,0.000192600914854346
mf_var,45,multi-Forest,corrected,4,10,62305,0.000160500762378621
mf_var,45,multi-Forest,corrected,54,7,62305,0.000112350533665035
mf_var,45,multi-Forest,corrected,52,6,62305,9.63004574271728e-05
mf_var,45,multi-Forest,corrected,29,3,62305,4.81502287135864e-05
mf_var,45,multi-Forest,corrected,42,3,62305,4.81502287135864e-05
mf_var,45,multi-Forest,corrected,9,1,62305,1.60500762378621e-05
mf_var,45,multi-Forest,corrected,17,1,62305,1.60500762378621e-05
mf_var,45,multi-Forest,corrected,34,1,62305,1.60500762378621e-05
mf_var,46,multi-Forest,corrected,16,44926,176085,0.255138143510237
mf_var,46,multi-Forest,corrected,10,25322,176085,0.143805548456711
mf_var,46,multi-Forest,corrected,18,9866,176085,0.0560297583553398
mf_var,46,multi-Forest,corrected,20,9507,176085,0.05399097027004
mf_var,46,multi-Forest,corrected,40,2733,176085,0.0155209131953318
mf_var,46,multi-Forest,corrected,5,2609,176085,0.0148167078399637
mf_var,46,multi-Forest,corrected,30,2448,176085,0.0139023766930744
mf_var,46,multi-Forest,corrected,39,2435,176085,0.0138285487122696
mf_var,46,multi-Forest,corrected,47,2092,176085,0.0118806258341142
mf_var,46,multi-Forest,corrected,44,1547,176085,0.00878552971576228
mf_var,46,multi-Forest,corrected,45,1251,176085,0.00710452338359315
mf_var,46,multi-Forest,corrected,49,1177,176085,0.00668427180055087
mf_var,46,multi-Forest,corrected,28,737,176085,0.00418547860408326
mf_var,46,multi-Forest,corrected,3,626,176085,0.00355510122951983
mf_var,46,multi-Forest,corrected,19,620,176085,0.00352102677684073
mf_var,46,multi-Forest,corrected,7,388,176085,0.00220348127324872
mf_var,46,multi-Forest,corrected,27,203,176085,0.00115285231564301
mf_var,46,multi-Forest,corrected,37,170,176085,0.000965442825907942
mf_var,46,multi-Forest,corrected,15,128,176085,0.000726921657154215
mf_var,46,multi-Forest,corrected,11,123,176085,0.000698526279921629
mf_var,46,multi-Forest,corrected,26,123,176085,0.000698526279921629
mf_var,46,multi-Forest,corrected,43,110,176085,0.000624698299116904
mf_var,46,multi-Forest,corrected,36,106,176085,0.000601981997330835
mf_var,46,multi-Forest,corrected,21,96,176085,0.000545191242865662
mf_var,46,multi-Forest,corrected,34,96,176085,0.000545191242865662
mf_var,46,multi-Forest,corrected,1,78,176085,0.00044296788482835
mf_var,46,multi-Forest,corrected,2,69,176085,0.000391856205809694
mf_var,46,multi-Forest,corrected,31,55,176085,0.000312349149558452
mf_var,46,multi-Forest,corrected,13,36,176085,0.000204446716074623
mf_var,46,multi-Forest,corrected,12,32,176085,0.000181730414288554
mf_var,46,multi-Forest,corrected,53,26,176085,0.00014765596160945
mf_var,46,multi-Forest,corrected,33,21,176085,0.000119260584376863
mf_var,46,multi-Forest,corrected,50,16,176085,9.08652071442769e-05
mf_var,46,multi-Forest,corrected,6,13,176085,7.3827980804725e-05
mf_var,46,multi-Forest,corrected,4,10,176085,5.67907544651731e-05
mf_var,46,multi-Forest,corrected,25,9,176085,5.11116790186558e-05
mf_var,46,multi-Forest,corrected,41,7,176085,3.97535281256212e-05
mf_var,46,multi-Forest,corrected,52,6,176085,3.40744526791038e-05
mf_var,46,multi-Forest,corrected,54,6,176085,3.40744526791038e-05
mf_var,46,multi-Forest,corrected,23,5,176085,2.83953772325865e-05
mf_var,46,multi-Forest,corrected,24,5,176085,2.83953772325865e-05
mf_var,46,multi-Forest,corrected,29,3,176085,1.70372263395519e-05
mf_var,46,multi-Forest,corrected,9,1,176085,5.67907544651731e-06
mf_var,46,multi-Forest,corrected,22,1,176085,5.67907544651731e-06
mf_var,47,multi-Forest,corrected,30,43864,353496,0.124086269717338
mf_var,47,multi-Forest,corrected,44,42444,353496,0.120069251137212
mf_var,47,multi-Forest,corrected,40,30126,353496,0.0852230293977867
mf_var,47,multi-Forest,corrected,21,10180,353496,0.0287980627786453
mf_var,47,multi-Forest,corrected,27,9239,353496,0.0261360807477312
mf_var,47,multi-Forest,corrected,49,3115,353496,0.00881198089935954
mf_var,47,multi-Forest,corrected,28,2859,353496,0.00808778600040736
mf_var,47,multi-Forest,corrected,3,2069,353496,0.00585296580442212
mf_var,47,multi-Forest,corrected,5,1685,353496,0.00476667345599384
mf_var,47,multi-Forest,corrected,41,1646,353496,0.0046563468893566
mf_var,47,multi-Forest,corrected,46,1174,353496,0.00332111254441352
mf_var,47,multi-Forest,corrected,10,721,353496,0.00203962703962704
mf_var,47,multi-Forest,corrected,7,624,353496,0.00176522506619594
mf_var,47,multi-Forest,corrected,37,570,353496,0.00161246520469821
mf_var,47,multi-Forest,corrected,26,332,353496,0.000939190259578609
mf_var,47,multi-Forest,corrected,36,317,353496,0.00089675696471813
mf_var,47,multi-Forest,corrected,6,239,353496,0.000676103831443637
mf_var,47,multi-Forest,corrected,33,207,353496,0.000585579469074615
mf_var,47,multi-Forest,corrected,15,94,353496,0.000265915314459004
mf_var,47,multi-Forest,corrected,39,90,353496,0.000254599769162876
mf_var,47,multi-Forest,corrected,16,45,353496,0.000127299884581438
mf_var,47,multi-Forest,corrected,1,44,353496,0.000124470998257406
mf_var,47,multi-Forest,corrected,52,42,353496,0.000118813225609342
mf_var,47,multi-Forest,corrected,53,38,353496,0.000107497680313214
mf_var,47,multi-Forest,corrected,20,27,353496,7.63799307488628e-05
mf_var,47,multi-Forest,corrected,50,18,353496,5.09199538325752e-05
mf_var,47,multi-Forest,corrected,13,15,353496,4.24332948604793e-05
mf_var,47,multi-Forest,corrected,19,10,353496,2.82888632403196e-05
mf_var,47,multi-Forest,corrected,18,9,353496,2.54599769162876e-05
mf_var,47,multi-Forest,corrected,24,9,353496,2.54599769162876e-05
mf_var,47,multi-Forest,corrected,45,8,353496,2.26310905922556e-05
mf_var,47,multi-Forest,corrected,2,7,353496,1.98022042682237e-05
mf_var,47,multi-Forest,corrected,11,7,353496,1.98022042682237e-05
mf_var,47,multi-Forest,corrected,48,6,353496,1.69733179441917e-05
mf_var,47,multi-Forest,corrected,4,4,353496,1.13155452961278e-05
mf_var,47,multi-Forest,corrected,29,4,353496,1.13155452961278e-05
mf_var,47,multi-Forest,corrected,54,4,353496,1.13155452961278e-05
mf_var,47,multi-Forest,corrected,12,3,353496,8.48665897209587e-06
mf_var,47,multi-Forest,corrected,25,2,353496,5.65777264806391e-06
mf_var,47,multi-Forest,corrected,31,2,353496,5.65777264806391e-06
mf_var,47,multi-Forest,corrected,42,2,353496,5.65777264806391e-06
mf_var,47,multi-Forest,corrected,34,1,353496,2.82888632403196e-06
mf_var,48,multi-Forest,corrected,21,6327,10489,0.603203355896654
mf_var,48,multi-Forest,corrected,30,857,10489,0.0817046429592907
mf_var,48,multi-Forest,corrected,40,548,10489,0.052245209266851
mf_var,48,multi-Forest,corrected,47,498,10489,0.0474783106111164
mf_var,48,multi-Forest,corrected,4,162,10489,0.01544475164458
mf_var,48,multi-Forest,corrected,20,108,10489,0.0102965010963867
mf_var,48,multi-Forest,corrected,44,91,10489,0.00867575555343693
mf_var,48,multi-Forest,corrected,15,76,10489,0.00724568595671656
mf_var,48,multi-Forest,corrected,49,51,10489,0.00486223662884927
mf_var,48,multi-Forest,corrected,16,47,10489,0.0044808847363905
mf_var,48,multi-Forest,corrected,27,47,10489,0.0044808847363905
mf_var,48,multi-Forest,corrected,53,29,10489,0.00276480122032606
mf_var,48,multi-Forest,corrected,19,19,10489,0.00181142148917914
mf_var,48,multi-Forest,corrected,10,15,10489,0.00143006959672037
mf_var,48,multi-Forest,corrected,31,15,10489,0.00143006959672037
mf_var,48,multi-Forest,corrected,6,14,10489,0.00133473162360568
mf_var,48,multi-Forest,corrected,2,13,10489,0.00123939365049099
mf_var,48,multi-Forest,corrected,12,12,10489,0.0011440556773763
mf_var,48,multi-Forest,corrected,3,11,10489,0.00104871770426161
mf_var,48,multi-Forest,corrected,5,10,10489,0.000953379731146916
mf_var,48,multi-Forest,corrected,26,8,10489,0.000762703784917533
mf_var,48,multi-Forest,corrected,24,7,10489,0.000667365811802841
mf_var,48,multi-Forest,corrected,36,7,10489,0.000667365811802841
mf_var,48,multi-Forest,corrected,46,7,10489,0.000667365811802841
mf_var,48,multi-Forest,corrected,1,6,10489,0.000572027838688149
mf_var,48,multi-Forest,corrected,11,5,10489,0.000476689865573458
mf_var,48,multi-Forest,corrected,13,5,10489,0.000476689865573458
mf_var,48,multi-Forest,corrected,9,4,10489,0.000381351892458766
mf_var,48,multi-Forest,corrected,25,3,10489,0.000286013919344075
mf_var,48,multi-Forest,corrected,42,3,10489,0.000286013919344075
mf_var,48,multi-Forest,corrected,17,2,10489,0.000190675946229383
mf_var,48,multi-Forest,corrected,7,1,10489,9.53379731146916e-05
mf_var,48,multi-Forest,corrected,22,1,10489,9.53379731146916e-05
mf_var,48,multi-Forest,corrected,37,1,10489,9.53379731146916e-05
mf_var,48,multi-Forest,corrected,41,1,10489,9.53379731146916e-05
mf_var,48,multi-Forest,corrected,45,1,10489,9.53379731146916e-05
mf_var,48,multi-Forest,corrected,54,1,10489,9.53379731146916e-05
mf_var,49,multi-Forest,corrected,30,29333,198244,0.147964125017655
mf_var,49,multi-Forest,corrected,44,28195,198244,0.142223724299348
mf_var,49,multi-Forest,corrected,40,26406,198244,0.133199491535683
mf_var,49,multi-Forest,corrected,21,14044,198244,0.0708419926958697
mf_var,49,multi-Forest,corrected,47,13038,198244,0.0657674381065757
mf_var,49,multi-Forest,corrected,10,6325,198244,0.0319051270151934
mf_var,49,multi-Forest,corrected,26,2215,198244,0.0111730998163879
mf_var,49,multi-Forest,corrected,46,1840,198244,0.00928149149532899
mf_var,49,multi-Forest,corrected,7,1322,198244,0.00666854986783963
mf_var,49,multi-Forest,corrected,53,1196,198244,0.00603296947196384
mf_var,49,multi-Forest,corrected,52,1156,198244,0.00583119791771756
mf_var,49,multi-Forest,corrected,5,848,198244,0.00427755695002119
mf_var,49,multi-Forest,corrected,28,424,198244,0.00213877847501059
mf_var,49,multi-Forest,corrected,16,249,198244,0.00125602792518311
mf_var,49,multi-Forest,corrected,36,236,198244,0.00119045217005307
mf_var,49,multi-Forest,corrected,6,159,198244,0.000802041928128972
mf_var,49,multi-Forest,corrected,34,149,198244,0.000751599039567402
mf_var,49,multi-Forest,corrected,3,126,198244,0.000635580395875789
mf_var,49,multi-Forest,corrected,15,107,198244,0.000539738907608805
mf_var,49,multi-Forest,corrected,41,80,198244,0.000403543108492565
mf_var,49,multi-Forest,corrected,33,73,198244,0.000368233086499465
mf_var,49,multi-Forest,corrected,27,68,198244,0.00034301164221868
mf_var,49,multi-Forest,corrected,18,61,198244,0.000307701620225581
mf_var,49,multi-Forest,corrected,39,59,198244,0.000297613042513266
mf_var,49,multi-Forest,corrected,45,26,198244,0.000131151510260084
mf_var,49,multi-Forest,corrected,48,23,198244,0.000116018643691612
mf_var,49,multi-Forest,corrected,37,18,198244,9.07971994108271e-05
mf_var,49,multi-Forest,corrected,13,17,198244,8.575291055467e-05
mf_var,49,multi-Forest,corrected,20,17,198244,8.575291055467e-05
mf_var,49,multi-Forest,corrected,23,17,198244,8.575291055467e-05
mf_var,49,multi-Forest,corrected,12,12,198244,6.05314662738847e-05
mf_var,49,multi-Forest,corrected,19,11,198244,5.54871774177277e-05
mf_var,49,multi-Forest,corrected,29,11,198244,5.54871774177277e-05
mf_var,49,multi-Forest,corrected,2,10,198244,5.04428885615706e-05
mf_var,49,multi-Forest,corrected,24,7,198244,3.53100219930994e-05
mf_var,49,multi-Forest,corrected,54,6,198244,3.02657331369424e-05
mf_var,49,multi-Forest,corrected,1,4,198244,2.01771554246282e-05
mf_var,49,multi-Forest,corrected,4,4,198244,2.01771554246282e-05
mf_var,49,multi-Forest,corrected,55,4,198244,2.01771554246282e-05
mf_var,49,multi-Forest,corrected,9,2,198244,1.00885777123141e-05
mf_var,49,multi-Forest,corrected,11,2,198244,1.00885777123141e-05
mf_var,49,multi-Forest,corrected,22,2,198244,1.00885777123141e-05
mf_var,49,multi-Forest,corrected,25,1,198244,5.04428885615706e-06
mf_var,49,multi-Forest,corrected,42,1,198244,5.04428885615706e-06
mf_var,49,multi-Forest,corrected,50,1,198244,5.04428885615706e-06
mf_var,50,multi-Forest,corrected,44,4721,16985,0.277951133352959
mf_var,50,multi-Forest,corrected,47,2164,16985,0.127406535178098
mf_var,50,multi-Forest,corrected,30,1864,16985,0.10974389166912
mf_var,50,multi-Forest,corrected,40,1447,16985,0.0851928171916397
mf_var,50,multi-Forest,corrected,21,1182,16985,0.0695908154253753
mf_var,50,multi-Forest,corrected,31,553,16985,0.0325581395348837
mf_var,50,multi-Forest,corrected,53,479,16985,0.0282013541360024
mf_var,50,multi-Forest,corrected,49,422,16985,0.0248454518692964
mf_var,50,multi-Forest,corrected,28,417,16985,0.0245510744774801
mf_var,50,multi-Forest,corrected,10,278,16985,0.0163673829849868
mf_var,50,multi-Forest,corrected,18,214,16985,0.012599352369738
mf_var,50,multi-Forest,corrected,46,196,16985,0.0115395937591993
mf_var,50,multi-Forest,corrected,16,151,16985,0.00889019723285252
mf_var,50,multi-Forest,corrected,1,133,16985,0.00783043862231381
mf_var,50,multi-Forest,corrected,39,130,16985,0.00765381218722402
mf_var,50,multi-Forest,corrected,2,104,16985,0.00612304974977922
